content,sentiment
Nigeria needs help !! Out govt killing us like flies on the street @endsars @cnnbrk @BBCBreaking @UN @UNHumanRights help us stop Nigeriagovt https://t.co/sU1lDdLzzG,positive
So “@endsars” has been suspended for violating twitter rules?? Thats crazy #EndSARS,negative
"@endsars
@ENDBADGOVERNANCEINNIGERIA https://t.co/pWXe59zLel",neutral
@obyezeks @CynthiaOlaedo4 @UN @NigeriaGov @DefenceInfoNG @HQNigerianArmy Today 20--10---2020 Nigeria Flag Was stained with blood @EndSars protesters .. Question Who Are One Nigeria ..Answer.. Neocolonialism .. Hasgtag @Speakthetruth,neutral
"The federal government of Nigeria has decided to shoot at unharmed protesters. Where did teargas and water pumps go?? 

@CNN @BBCBreaking @AlJazeera_World @Endsars",neutral
"Which way NIGERIA?
@ENDSARS https://t.co/eOlasAqA0y",neutral
Who notice bad network ???i just hope this network don’t work in hand with them...@EndSars #@davido @AYCOMEDIAN @davido @falzthebahdguy,negative
Please Save our souls from the Nigerian government @UN @BBCWorld @CNN @AJEnglish @CNNAfrica @UNHumanRights @endsars https://t.co/dB4ujW7ahd,neutral
We are being ruled by terrorist ..@endsars,neutral
"💔💔💔💔
@ENDSARS https://t.co/IL26lhKGhR",neutral
@itzbasito @EndSars,neutral
@successfulaboki @BBCAfrica @EndSars @UN @AishaYesufu @cnnbrk @cnni My heart bleeds right now.,positive
"✊✊
@Endsars 💔💔
@Endsars https://t.co/0viOhtJcv8",neutral
"@MorrisBaker_ @PrinceDavidIke D lowest of d lowest of d lowest, low blow, @endsars",neutral
"Failed country Nigeria 
@endsars
@cnnbrk https://t.co/s3uwuollEt",negative
@TundeEddnut @DONJAZZY @bamz_michael @endpolicebrutality @endsars 🥺🥺🥺🥺 https://t.co/XVUmnyANLA,neutral
"President Muhammadu Buhari please step down , it's visible you can't control the saddle anymore. The @UN @BorisJohnson @POTUS should come to our aid we are suffering in Nigeria. @EndSars",neutral
"Because to take away a man's freedom of choice, even his freedom to make the wrong choice, is to manipulate him as though he were a puppet and not a person.@EndSARS",negative
"@adijatmohd @BBCAfrica @EndSars @UN @AishaYesufu @cnnbrk @cnni It is a peaceful protest. Why come and massacre young people? People without arms.
See ehn, I cant even express how I feel right now",positive
Na so dem take kill My mhen dem for lekki @Endsars,neutral
@cnnbrk Genocide in Nigeria @EndSars. #Sodier killing Nigerian peaceful protesters with holding only National flag. Please #CNNBrasilTonight come to our rescue https://t.co/97HdnULuvD,positive
"Please Nigeria 🇳🇬 it’s ok 
The sumfn is turning war 
Please enough ok @EndSARS",positive
"@ManUtd @MarcusRashford @ENDSARS
#EndSARS",neutral
Happened just now in oye Ekiti @endsars https://t.co/4i0Bzqge6A,neutral
"@jidesanwoolu @MBuhari  you will burn in hell
@DONJAZZY  @EndSARS @UN @BBCPolitics @BBCWorld https://t.co/SjkQkpiTv4",neutral
"@officialnairam1 Marley nah the green red white green,or green red green go make the country reset for  good normal sacrifice go day oooo but god knows the best time for all of us we must @Endbadgoverment @endsars",positive
@APOSTLESULEMAN Today 20--10---2020 Nigeria flag was stained with blood of @EndSars protesters.. Question Who are one Nigeria.. Answer Neocolonialism..@APOSTLESULEMAN  Dear Johnson.. I salute.. Thanks for reminder after 5 years. A prophecy come to Password 😭😭😭,positive
"Please Retweet if it comes across your time line to understand what is going on
@MBuhari must go @jidesanwoolu @AsiwajuTinubu @AsiwajuTinubu is game plan @Endsars @endswatnow @ENDPOLICEBURALITY 😭💔🇳🇬✊ https://t.co/cF5cufP9uU",negative
@davido this must be put to end @endsars @badgoverment,neutral
"@BBCNews
@EndSars
@CNN
@TheDailyShow
@Aljazeera
@FoxNews
@FOX17Erik
@FOXTV
@espon
@espn
@ESPNPR
@ABC
@AriseTVAmerica
@NYTimes
@NYDailyNews
@nypost
@cnnquestiontime
@cnni
@UNHumanrights

#EndSARS https://t.co/iNZfPcm1ni",neutral
@pengmanmodel @RevolutionNowNg @CNNAfrica @BBCWorld @BBCBreaking @CNN @AmnestyNigeria @amnesty @UN @UNHumanRights @cnnbrk @endsars@endbadgovernance,neutral
"@BBCNews
@EndSars
@CNN
@TheDailyShow
@Aljazeera
@FoxNews
@FOX17Erik
@FOXTV
@espon
@espn
@ESPNPR
@ABC
@AriseTVAmerica
@NYTimes
@NYDailyNews
@nypost
@cnnquestiontime
@cnni
@UNHumanrights

Please we need help in Nigeria 💔",neutral
@SonOfHassan1 @EndSars Amen,neutral
"@Endsars @endgovernance @Neconigeria happening in Abuja, what to do ? https://t.co/KUlMNNDwa7",neutral
"@ENDSARs @AishaYesufu @YulEdochie @AYCOMEDIAN @renoomokri @realDonaldTrump 
 Please retweet fast. https://t.co/d2xz9sLR0x",positive
"@MBuhari is the world biggest fool @MBuhari must answer too human crime 
@Endpolicebrutality
@Endsars https://t.co/qygSbcXX1d",neutral
"D government are killing our people 💔💔😭😭😭
@EndSars
@CNN https://t.co/YQizobbwQ8",neutral
@falzthebahdguy @endSARS https://t.co/NumqBBzzWd,neutral
"@_fehiin @_eternallife_ @FoxNews 
@foxnewspolitics 
@AJENews 
@Endsars 
#EndBadGoveranceInNigeria 
#EndBadGoveranceInNigeria #EndPoliceBrutalityinNigera 
#EndSARSImmediately",neutral
@rudeboypsquare We go in the morning leave by 6pm they cant come in the day light @endsars,positive
"@bbcafrique @EricTrump @endsars @FoxNews @MLP_officiel 
@Reuters @sputnik_fr @AP Nigeria needs help they are killing the peaceful youth are here right now. I hear the shooting.",positive
20/10/2020 Sanwo Olu &amp; Burial change Nigeria flag to blood😭😭😭😭a day I can never forget😭😭😢@EndSars @dino_melaye @BashirAhmaad @followlasg https://t.co/YgFFsyGpU8,neutral
Even in your grave you wont rest in peace @MBuhari the blood you have shed will continue to hunt you and all your family! Shaytan!!!! @Endsars,neutral
@EsoClose @EndSars Misdadig!,neutral
Now there's no network on my device again @MTNNG .. . Hmmmm... I smell a rat!!! @DONJAZZY @endsars,neutral
Even with our physically challenged situations @endsars still brutalized us for seeking our rights. @adebayo___moh @Hello_PHC @socialpwds @yabaleftonline @MBuhari @WHONigeria @UN @Giftgbeness @renoomokri @NGRPresident @ProfOsinbajo @DisabilityCA #EndBadGoveranceInNigeria https://t.co/ASaZwZ4ROy,positive
@SonOfHassan1 @EndSars That is not more Nigeria flag,neutral
@CNN @endsars https://t.co/eUv0lAWcUo,neutral
"May the spirit of all HEROES that fell today and for this fight @endsars rest in peace
#basedonwhat  
#Genocide 
#unarmed
#EndPoliceBrutalityinNigeraNOW https://t.co/A0nVasxYhO",neutral
@endsars https://t.co/HuC1gGuOCG,neutral
"@jidesanwoolu the toll gate has the CCTV footages of all that happened @AJStreamSMS @AJStream @SaharaReporters @official2baba @endsars @TheOnlyQuam

We demands for end to brutality you responded with brutality

Killing of peaceful protesters is injustice https://t.co/it8nt8NkMu",positive
Classical rogue state stuff going on here @EndSARS https://t.co/B7yGy5ZvLc,neutral
"The situation is unfavorable, Nigeria is not a country but a British selfish set up.@EndSars",negative
What's this what are the still doing there @DeboOdulana @endsars https://t.co/JrtPoy06p6,neutral
💔💔💔💔💔💔💔💔💔💔💔 @endsars @police.brutality.cam @muhammadubuhari @endmuhammadubuhari @endmuhammadubuhair @cnn  @bbcnews @unitednations https://t.co/EllrzOp9DP,neutral
"BUHARI MUST STEP DOWN
@Endsars",neutral
@SonOfHassan1 @EndSars 😩😩😩😩😩😩 excuse me! Is that all?????,negative
💔💔 @Endsars https://t.co/uGZwV3Kuom,neutral
@Endsars @Endbadgovernance,neutral
@uchejombo @rudeboypsquare @Ann0nym0z @YourAnonCentral @endsars https://t.co/3bDo6wBtRq,neutral
Today will forever be remembered 20/2020💔😭😭😭🥺😫 @CNN @CNNAfrica @BBCNews @bbcnews @CNN @endsars @endpolicebrutality https://t.co/UBv8xuuRAQ,neutral
"@evamariacurlew Bij Lekki toll gate , een van de punten die geblokkeerd is. Vandaag avondklok ingesteld en leger is eropaf gestuurd. Wat ze ook doen is tuig betalen om de demo's te verstoren, en zo een argument te creeeren om in te grijpen. Dit is zo ontzettend smerig. @EndSARS",neutral
@UN Why should we endure 30days of suffering and killings before you get involved??!!! Military personnel are shooting unharmed civilians its a fucking bloodbath!!!! Everyone here has a 70/30% survival rate. Do something please! @endsars @endpolicebrutality @UNHumanRights,negative
Awon were.... Set of mad people... @Endsars https://t.co/Y3jrZVxRYB,negative
"@jidesanwoolu 
@Endsars
#EndPoliceBrutality https://t.co/E2dvykNAAr",neutral
"The situation is getting unfavorable, Nigeria is not a country but a British selfish setup.The is near and a new beginning emerges.@endsars",negative
"@Gibsonemmanue11 @davido @EndSars Hmmm, #endgibesonemmanuelnow",neutral
"@jidesanwoolu But your heart feels nothing as those who elected you are been killed right now. Now we know the true meaning of your manifesto 
@cnni @endsars @BBCWorld @UNHumanRights @DonaldJTrumpJr @wizkidayo https://t.co/iD67QncYGO",positive
"Buhari turned our white color of the flag that represents peace to BLOOD 💔💔💔omg!!! Buhari needs to step down, Sanwoolu must explain why the sudden curfew too. @endsars #cnn #EndBadGovernmentinNIGERIA #EndPoliceBrutalityinNigeraNOW #BuhariHasBeenABadBoy #BuhariResignNow https://t.co/ELSyrnrND2",negative
Since dey want blood to blood let give it to them @endsars✊ https://t.co/hlOD3STW4W,neutral
"@buhari has no moral right to govern this country.

@endsars",positive
Nigeria flag @EndSARS https://t.co/4hCHvlVvcz https://t.co/sLrOCh9RL4,neutral
"And the blood that flows on this land ""NIGERIA"" will never forgive the hands that are involved in this great evil against humanity. Live on our falling Heros @ENDSARs protest https://t.co/43EWYkBo8i",negative
"@successfulaboki @BBCAfrica Even the dead will rise up. What sort of monsters did we vote into power?. You ordered the killing of innocent protesters when it isn’t even 9pm at all which is the time you stated for the curfew
@endsars @UN @AishaYesufu @cnnbrk @cnni",positive
"None of these criminals will ever win a public office.. y’all bunch of idiots, criminals and failures. Your children will pay for your sins.. ✊🏾🇳🇬@endsars https://t.co/hafk8ijYDV",negative
"Why???? When did it become okay to kill civilians, when did it become okay to be a shitty individual, when did it become okay to lose your sense of morality and conscience. We are people,we have families,siblings,cousins,friends,children!!! @endsars @PoliceNG @endpolicebrutality",positive
@amnesty nigerians are being killed at the toll gate. @endsars #endpolicebrutality #endoppression @AmnestyNigeria,negative
"@followlasg @jidesanwoolu @drobafemihamzat Too late to regret, the deed has been done. You r boss has directed the mass killing of @ENDSARS protesters at tollgate.",negative
"@antonioguterres Dear  Guterres , Please we seek yours help . The Nigerian government are killing our peoples @EndSars in Lekki Lagos and Aba Igbo . It is horrible now.. Thanks..",negative
"The whole world needs to know that the government of @NigeriaGov and @jidesanwoolu @JokeSanwoolu are killing unarmed protesters in Lekki
@UN @commonwealthsec @BorisJohnson @ngBritish @DAAD_Germany @HouseofCommons @DFID_UK @KySecofState @SecretaryCarson 
@ENDSARS",positive
@SonOfHassan1 @EndSars Amen,neutral
@SonOfHassan1 @EndSars 😭😭😭 Amen #basedonwhat,neutral
@SonOfHassan1 @EndSars Amen,neutral
😢😢😢😢😢😢😢😢😢😢 stop the killings at the lekki toll gate. #EndBadGoveranceInNigeria @endsars,neutral
"@jidesanwoolu The curfew will only result in more killings sir 
It offers no help 
Protect the protesters,they aren't close to stopping they need ur protection not trying to stop them @endsars",neutral
Abuleado @endSars we move God help us https://t.co/qYVAsFPBnf,neutral
Facebook Live videos of the lekki massacre removed by server. @endsars @Policebrutality,positive
@ENDSARS https://t.co/GosyFqve5r,neutral
"Breaking news!!! At about 1146hours dated 20th October 2020 As AGEGE world wide join the ongoing PROTESTING and fake president sent army's to shoot and kill anybody many got injured as Nigeria🇳🇬🇳🇬🇳🇬 are not ready to give up...✊✊✊ No going back @endsars, endbadgovernment https://t.co/clHGZdw2G2",positive
"@amietorii @endsars
@endpolice brutality
@EndkillingOfPeacefulProtesters",neutral
"Please copy &amp; paste these handles in every @EndSars post.
@BBCNews
@cnnbrk
@TheDailyShow
@FoxNews
@FOXTV
@FOX17Erik
@FoxNews 
@espn
@ESPNPR 
@ABC
@AriseTvAmerica
@nytimes
@NYDailyNews 
@nypost 
@AlJazeeraPR
@cnnbrk
@bbcquestiontime 
@cnni 
@iamcardib
@UN 
#EndSarsNow 
RT🙏",neutral
@davido Let them. That is the change they promised us😭😭😭😭😭😭😭@Endsars,neutral
It’s not even 9pm yet you sent your minions to come kill us @endsars @Buhariisamuderer https://t.co/pJjMjIquLi,neutral
Lord pls help us @endsars @endpolicebrutality,neutral
"@antonioguterres @CrisisGroup @antonioguterres  Dear  Guterres , Please we seek yours help . The Nigerian government are killing our peoples @EndSars in Lekki Lagos and Aba Igbo . It is horrible now.. Thanks..",negative
@Theemerah @endsars,neutral
"Nigeria youths are we sleeping how can old outhron the young 

@endsars @NdubuisiJustin4",positive
"@newtgingrich Dear  GIngrich, Please we seek yours help . The Nigerian government are killing our peoples @EndSars in Lekki Lagos and Aba Igbo . It is horrible now.. Thanks..",negative
Yessssssss! @ENDSARS @CNN @asorockk https://t.co/55gVWSXOI2,neutral
"Their children are not far fetch in any country they are we will find them they will pay with their blood this government has beating more than they can chew I urge the youths to react act youths
@endsars end bad governance",negative
"@Mike_Pence Dear VP Pence,  Please we seek yours help . The Nigerian government are killing our peoples @EndSars in Lekki Lagos and Aba Igbo . It is horrible now.. Thanks..",negative
"May the spirit of all HEROES that fell today and for this fight @endsars rest in peace
#basedonwhat  
#Genocide 
#unarmed
#EndPoliceBrutalityinNigeraNOW https://t.co/DJNLob6FOR",neutral
Amen @Endsars https://t.co/PQI2ugF3bK,neutral
We move @endsars @official2baba  tomorrow we burn down Lagos government house we aren't going back it's time for the change you promised us @followlasg  @MBuhari  @CNNAfrica @wizkidayo @falzthebahdguy,neutral
"Abia state on fire. Especially Aba

The soldier murder and kill innocent peaceful protesters in cold blood. In Aba💔💔

@ENDSARS ✊✊",positive
@drizzybreezzy @endsars,neutral
@drizzybreezzy @Endsars,neutral
@CNNAfrica @CNN @cnnbrk @cnni @CNNnewsroom @BBCAfrica @BBCWorld @BBC @BBCBreaking @BBCNews @AJEnglish @AlJazeera_World @EndSars https://t.co/oLWAFhDq1s,neutral
@GenFlynn @GenFlynn  Sir Please we seek yours help . The Nigerian government are killing our peoples @EndSars in Lekki Lagos and Aba Igbo . It is horrible now.. Thanks..,negative
"This is happening live at told gate in leeki please you guys should follow DJ switch on Instagram, they are live and they are shooting the posters, please you guys repost and tag anybody you can tag
@DONJAZZY @davido @ENDsars @TiwaSavage @IamMayorKun 
@CNN @1Xtra @SkyNews https://t.co/vrxKYOwxmb",positive
"@davido Gbam!!!
We've had ENOUGH
@ENDSARS",neutral
"@yabaleftonline @cnni 
@endsars
@endbadgoveranceinnigeria",neutral
"@SaharaReporters @BBCNews 
@BBCWorld 
@SaveNigeria2020 
@ENDSARS😥😥",neutral
"@endsars @ProfOsinbajo @HQNigerianArmy @CNN @CNNAfrica @AJEnglish @AlJazeera see what they are doing to our youths, see what Nigeria is turning into. Shooting at your own children killing the young ones. I'm heartbroken right now https://t.co/KJ868cJ0Hc",positive
@realDonaldTrump @CNNAfrica @FoxNews @jack @BBCBreaking @cnnbrk @endsars https://t.co/h5HfU56MsO,neutral
"It's official, @MBuhari and the IG are guilty of crimes against humanity. After the dunce leaves office he must be tried in the ICC. @EndSARS",negative
@endsars,neutral
@YourAnonCentral @RemiAdekoya1 @UN @UNHumanRights @AmnestyNigeria @amnesty @UKinNigeria @_AfricanUnion @BBCWorld @BBCAfrica @AlJazeera_World @AlJazeera @CIJ_ICJ @IntlCrimCourt @EndSars #endsars,neutral
Please we seek yours help . The Nigerian government are killing our peoples @EndSars in Lekki Lagos and Aba . It is horrible now.. Thanks..@netanyahu @realDonaldTrump @BorisJohnson @EmmanuelMacron @SecPompeo @Mike_Pence @LindseyGrahamSC @antonioguterres @JustinTrudeau,negative
@YourAnonCentral @RemiAdekoya1 @UN @UNHumanRights @AmnestyNigeria @amnesty @UKinNigeria @_AfricanUnion @BBCWorld @BBCAfrica @AlJazeera_World @AlJazeera @CIJ_ICJ @IntlCrimCourt #EndPoliceBrutalityinNigera #EndBadGoveranceInNigeria @endsars,neutral
"We don't want any toll gate again.@endsars @jidesanwoolu 
@peacefulprotect toll gate now a war zone..",neutral
A very sad Tuesday to be a citizen of the country just because of a peaceful protest @MBuhari @endsars @policebrutability https://t.co/co1FVHzDci,negative
@netanyahu @netanyahu  Pm Netanyahu Please we seek yours help . The Nigerian government are killing our peoples @EndSars in Lekki Lagos and Aba Igbo . It is horrible now.. Thanks..,negative
@jperkinsauthor Thoughts on Nigeria and the @EndSARS movement?,neutral
"I Do Not Support @EndSARS Protest

If you like unfriend me oo i don talk my own now.",neutral
"@PAB_MUSIC @EndSars @davido @cnnbrk
@cnni
@BBCAfrica
@BBCWorld
@AJEnglish
@UN @cn",neutral
"If this government continues like this we will reply blood for blood we will storm into government offices and destroy things till they stop. So just let us have our peaceful protests and answer or demand to end SARS, SWAT @ENDSARS",positive
"They're shooting unarmed protesters in Lagos right now. @CNN, @AJEnglish, @amnesty, @UNHumanRights.  I hope you're Watching what @MBuhari is doing?
 @EndSARS",positive
Protection over the God hearted ones 🥺Perfect peace to those that did not finish the RACE😓@EndSars,neutral
@RuggedyBaba @jidesanwoolu They took out the cameras at the Lekki toll gate to commit their mass murder. @jidesanwoolu we see your work @MBuhari weldone. You are killing innocent protesters and think this is the end. You have a war on your hands coming. The world will see this genocide @endsars,positive
"@Endsars
@Swat
@Endnigerianow https://t.co/fxY1lvONxE",neutral
The sound you are hearing is not from a war zone rather from a peaceful protest ground.@lekkitollgate.@NigeriaGov has fail it's citizens @Endsars @Endpolicebrutality https://t.co/oFGTCmJktF,positive
"@davido @IntlCrimCourt @EuropaLeague @G7 @BBCAfrica @CNNAfrica @_AfricanUnion see what m @MBuhari is doing, he can’t use armour tanks and the military to fight Boko Haram or open fire 🔥 on fulani but on peaceful protesters @EndSARS",positive
"@mrmacaronii @IntlCrimCourt @EuropaLeague @G7 @BBCAfrica @CNNAfrica @_AfricanUnion see what m @MBuhari is doing, he can’t use armour tanks and the military to fight Boko Haram or open fire 🔥 on fulani but on peaceful protesters @EndSARS",positive
"@cnni @BBCBreaking @AJENews @SaharaReporters 

#EndPoliceBrutalityinNigeraNOW @endsars https://t.co/NnOAILt4HT",neutral
"@fkabudu @IntlCrimCourt @EuropaLeague @G7 @BBCAfrica @CNNAfrica @_AfricanUnion see what m @MBuhari is doing, he can’t use armour tanks and the military to fight Boko Haram or open fire 🔥 on fulani but on peaceful protesters @EndSARS",positive
"@Tutsy22 @IntlCrimCourt @EuropaLeague @G7 @BBCAfrica @CNNAfrica @_AfricanUnion see what m @MBuhari is doing, he can’t use armour tanks and the military to fight Boko Haram or open fire 🔥 on fulani but on peaceful protesters @EndSARS",positive
"@jidesanwoolu,  u are a fucking bastard for allowing forces to shoot at peaceful protesters, we wont back down for dis💪🏿💪🏿💪🏿💪🏿🔥🔥🔥🔥🔥
@endsars
@endbadgovernance
@buharimustgo",negative
@endsars @endpolicebrutality @jidesanwoolu @MBuhari Nigeria failed as a country💔💔,negative
"@ayemojubar @IntlCrimCourt @EuropaLeague @G7 @BBCAfrica @CNNAfrica @_AfricanUnion see what m @MBuhari is doing, he can’t use armour tanks and the military to fight Boko Haram or open fire 🔥 on fulani but on peaceful protesters @EndSARS",positive
"@iiampsticks MTN
@ENDSARS",neutral
"@PAB_MUSIC @EndSars @davido @guardian no hoodlums, just peaceful protesters and the police and yet they opened fire on protesters",positive
How can you be fighting protesters  with guns when all they are using to defend themselves are stone’s.. whyyyyyyyy😭😭😢😢@endpolicebratality @endsars ⁦@cnnbrk⁩ ⁦@BBCWorld⁩ ⁦@FoxNews⁩ ⁦@AlJazeera_World⁩ ⁦@tylerperry⁩ ⁦@Oprah⁩ ⁦@UN⁩ https://t.co/XjUPZFK1cb,neutral
"Security officials working with thugs
@endsars https://t.co/rZ8Cmwp4Sc",neutral
"Which impact have you make @EndSARS??
Speak to Nigeria and declared peace upon her!!!!",neutral
"@Ebuka Nigeria government is fucked up
No better future leaders.... Just Old Men with pot belly
😭😭😭
@Endsars",neutral
OMG help my people at lekki tollgate 😭😭😭😭 @endsars,neutral
@PAB_MUSIC @EndSars @davido @cnnbrk @cnni @BBCAfrica @BBCWorld @AJEnglish @UN,neutral
@jack Please help us call on @unitednations they are killing innocent protesters in Nigeria 🇳🇬🙏🏼🙏🏼🙏🏼🙏🏼@endsars pls @jack come to our aid pls,positive
"@followlasg @g_gainn @jidesanwoolu @drobafemihamzat This should be extended, knowing fully well how the gridlock in lagos is.... stop shooting armless @endsars protesters",neutral
@amakaa_xo @Benzyolajide @EndSars,neutral
These people are evil walahi @EndSARS,negative
"@mbahdey4u @KingMVJS @Lizdupzybera 
@Endsars",neutral
"Armed Nigerians in Uniform killing Unarmed civilians..... 

@EndSARS",neutral
"@CNN 
@BBCBreaking 
@ENDSARS https://t.co/k1awO3m1oC",neutral
"@jidesanwoolu
@followlasg
@endpolicebrutalitu
@endsars
@endbadgovernance
Why will the street light at the Lekki epe expressway goes off at this critical situation, especially Lekki toll gate that we have peaceful protesters. @jidesanwoolu you are to protect lives and properties.",positive
This country is beyond redemption Aswear!!! God who did we offend...Where did we go wrong Father Lord @Endsars,negative
"See what’s happening right now at Lekki Toll Gate. They are killing people and 2 has been confirmed dead.

Clown| @endsarsimmediately @endsars @davido #JosEndSarsProtest #money https://t.co/I6NBk3s6Lp",positive
Abeg wetin make @AlikoDangote dey sell cemen for his country 2600 and 800 in Ghana @Endsars,neutral
We no dey forget and we no dey forgive. @MBuhari @cnbcafrica @CNN @SkyNews @AJEnglish @ABC @unitednations @bbcnews @FoxNews @Endsars @endswatnow @ENDPOLICEBURALITY 🇳🇬😭✊ they are killing our people with @PoliceNG too much blood ooo 😭😭😭😭😭😭😭😭😭😭😭😭😭🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬,positive
I c in few days d use of force by government on @ENDSARS protesters or encouraging her supporters 2 cus chaos which will result 2 imposing curfew #EndPoliceBrutalityinNigeraNOW,neutral
Using police and army Killing unarmed protesters and sponsoring thugs it’s worst this government can do to it citizens.........disheartening NIGERIA bleeding 🩸🩸🩸🩸🩸🩸💔💔💔💔 @MBuhari @cnnbrk @UN @WorldCrime @endsars https://t.co/7jYYxIq6kH,negative
@Nass Notes @Nass is a supporter of this evil Government @EndSars,negative
"@DannyWalta @Dehkunle @IntlCrimCourt @EuropaLeague @G7 @BBCAfrica @CNNAfrica @_AfricanUnion see what m @MBuhari is doing, he can’t use armour tanks and our military to fight Boko Haram but peaceful protesters @EndSARS #EndPoliceBrutalityinNigeria #EndBadGoveranceInNigeria",positive
"@jidesanwoolu @endsars @truenigerian @realnigerian History will remember this day 20TH OCT.,2020 as the day YOU failed in serving the people you promised to protect. 
Nigeria is a failed STATE, LEADERS in HER are the DOOMERS.
ONE DAYS, KARMA SHALL DECIDE.
MAY YOU LIVE FOREVER.",negative
"Please we need help in Nigeria
Our leaders are blood suckers...

These guys are unarmed for crying out loud.
Defenseless people who called you father.
😭😭😭😭😭

God will avenge this wickedness.
@HQNigerianArmy these people did no wrong demanding a better future

@Endsars https://t.co/QgYWgCxipi",negative
"One thing is true...some maybe many may die...during this @EndSars protest, but Nigeria will never be the same. 

We would have spoken to the spine of leaders in power leading #BadGovernanceInNigeria .

May we overcome. May fear begin to grip the heart of the wicked.#WeWin always",positive
"@Dehkunle @IntlCrimCourt @EuropaLeague @G7 @BBCAfrica @CNNAfrica @_AfricanUnion see what m @MBuhari is doing, he can’t use armour tanks and our military to fight Boko Haram but peaceful protesters @EndSARS",positive
@renoomokri @MBuhari @BorisJohnson @UKinNigeria @IntlCrimCourt We need help @endsars,neutral
"What is really happening in this country ... See gruesome massacre in the Lekki toll gate.
@ MBuhari @ jide sanwolu
Is this the government you had in mind all along in the face of
 democracy
@ENDSARS",negative
@IntlCrimCourt We need help here in Lagos Nigeria lekki @Endsars,neutral
@iiampsticks Airtel @endsars,neutral
@MBuhari @jidesanwoolu all of you people can never get peace in this world @Endsars @endswatnow @ENDPOLICEBURALITY soko soke we move @CNN @SkyNews @AJEnglish @ABC 🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬😭😭😭😭✊,neutral
The mf Army still gonna kill the harmless protesters whereby when death calls the clowns family still gonna cry cos of hunger and suffering. @ENDBADGOVERNANCE @BUHARIMUSTRESIGN @ENDSARS @ENDPOLICEBRUTALITY,neutral
@jidesanwoolu I hope you are seeing your hand work. It very clear. We know all una games. @ENDSARS @ENDSWATNOW @ENDPOLICEBURALITY @CNN @cnbcafrica @unitednations,negative
Revolution has now in Nigeria.@EndSars,neutral
@endsars https://t.co/PsDbDXnx5S,neutral
#endsars God is in Heaven watching does monsters killing the harmless People @9jayouths @BBCWorld @EndSars🇳🇬@CNN we need a help,neutral
"A Government that sends the army and thugs to kill it peaceful @endSARS protesters, Is that a sane government,is that government worth following?😢😢 
@MBuhari 
@UN 
@falzthebahdguy",positive
"Nigeria flag no be bulletproof oo, lekki tollgate don scatter 
@Endsars @Endpolicebrutality @UN",neutral
Who ever that is sponsoring  this bad boys against  this protest  @Endsars will not have peace all through his or her life,negative
Why are dey shooting at peaceful protesters at lekki toll gate why why why😭😭😭😭@Endsars @itsLaycon,positive
@Itsfoxy_jenny @djkaywise @CNN @BBCWorld @BBCBreaking @EndSars U be fool,neutral
"@bello_adams @Taesirat_ @IntlCrimCourt @EuropaLeague @G7 @BBCAfrica @CNNAfrica @_AfricanUnion see what m @MBuhari is doing, he can’t use armour tanks and our military to fight Boko Haram but peaceful protesters @EndSARS",positive
@WALEX2WALEX @djkaywise @CNN @BBCWorld @BBCBreaking @EndSars Your head is not correct oo,neutral
Looks like #PoliceBrutality has come to stay in Nigeria. @EndSARS https://t.co/m9VLcSgJVN,neutral
"@Super_Spotter @endsars
@falzthebahdguy 
@UnclePamilerin 
@aproko_doctor",neutral
Curfew 6 to 6 Aba.... @endsars,neutral
@LJSMD @pastorpoju @EndSars But don't you think there is some social capital and unity of purpose generated by these protests that can be chanelled into a strong political movement over the next 3 years?,positive
@iam_doctormayor Let them go home it night already plzzz @ENDSARS,neutral
@mrlurvy @Onyema_Donald @IntlCrimCourt @EuropaLeague @G7 @BBCAfrica @CNNAfrica @_AfricanUnion @MBuhari can’t use armour tanks to fight Boko Haram but peaceful protesters like @EndSARS,positive
"Stephanie @CNN  U should know that the Goveenment is ready to attack @EndSARS protesters...now they said they're shooting at protesters at the toll gate..
Shooting at the youths https://t.co/jVLLT0GEJc",positive
What is happening in alausa right now @endsars #EndSARS,positive
@docneto @xtaccy4u @IntlCrimCourt @EuropaLeague @G7 @BBCAfrica @CNNAfrica @_AfricanUnion @MBuhari can’t use this to fight Boko Haram but peaceful protesters like @EndSARS,positive
@endsars https://t.co/1EZdDUPpAE,neutral
@adamugarba You are very stupid in fact you are the most stupidiest fool in the universe. You people have tried every possible way of ending the protest and it's not working. Now out of anger you are suing @jack for what? For owning twitter or for twitting @endsars. Fear dey catch una! Idiot,negative
"Thy labour of our heros past shall never be in vain!

I weep for Nigeria
@WhiteHouse 
@EndSARS https://t.co/NCUvngcPIO",negative
"Hmmm??. Them well done  ooo..
@endsars
@MayorOf9ja 
@Richard05669098
@_mrmacaroni https://t.co/Ak1VoubMhh",neutral
@djkaywise @IntlCrimCourt @EuropaLeague @G7 @BBCAfrica @CNNAfrica @_AfricanUnion @MBuhari can’t use this to fight Boko Haram but peaceful protesters like @EndSARS,positive
"@endsars in Nigeria, president buhari is a disgraced to Nigeria",neutral
"Here we go - they planned it and effected it.
@endSars 
#goodgovernance is the right of every Nigerian#

https://t.co/GP2jksCvds",positive
@endsars https://t.co/yB0tp8USdr,neutral
